""	"X"	"PERSON_ID"	"FIRST_NAME"	"LAST_NAME"	"DISPLAY_FIRST_LAST"	"DISPLAY_LAST_COMMA_FIRST"	"DISPLAY_FI_LAST"	"BIRTHDATE"	"SCHOOL"	"COUNTRY"	"LAST_AFFILIATION"	"HEIGHT"	"WEIGHT"	"SEASON_EXP"	"JERSEY"	"POSITION"	"ROSTERSTATUS"	"TEAM_ID"	"TEAM_NAME"	"TEAM_ABBREVIATION"	"TEAM_CODE"	"TEAM_CITY"	"PLAYERCODE"	"FROM_YEAR"	"TO_YEAR"	"DLEAGUE_FLAG"
"850"	0	2124	"Malik"	"Allen"	"Malik Allen"	"Allen, Malik"	"M. Allen"	"1978-06-27T00:00:00"	"Villanova"	"US"	"Villanova/US"	"6-10"	255	9	"35"	"Forward"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"malik_allen"	2001	2010	"N"
"851"	0	2128	"David"	"Vanterpool"	"David Vanterpool"	"Vanterpool, David"	"D. Vanterpool"	"1973-03-21T00:00:00"	"St. Bonaventure"	"US"	"St. Bonaventure/US"	"6-5"	200	0	"22"	"Guard"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"david_vanterpool"	2000	2000	"N"
"852"	0	2130	"Mike"	"Penberthy"	"Mike Penberthy"	"Penberthy, Mike"	"M. Penberthy"	"1974-11-29T00:00:00"	"Tabor"	"US"	"Master's College/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_mike_penberthy"	2000	2001	"N"
"853"	0	2135	"Nick"	"Sheppard"	"Nick Sheppard"	"Sheppard, Nick"	"N. Sheppard"	"1976-08-22T00:00:00"	"Pepperdine"	""	"Pepperdine/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"nick_sheppard"	NA	NA	"Y"
"854"	0	2137	"Ime"	"Udoka"	"Ime Udoka"	"Udoka, Ime"	"I. Udoka"	"1977-08-09T00:00:00"	"Portland State"	"US"	"Portland State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"ime_udoka"	2003	2010	"Y"
"855"	0	2142	"Reed"	"Rawlings"	"Reed Rawlings"	"Rawlings, Reed"	"R. Rawlings"	"1978-09-01T00:00:00"	"Stanford"	""	"Stanford/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"reed_rawlings"	NA	NA	"Y"
"856"	0	2143	"Juan"	"Sanchez"	"Juan Sanchez"	"Sanchez, Juan"	"J. Sanchez"	"1977-05-08T00:00:00"	"Temple"	"Argentina"	"Temple ''00/Argentina"	"6-4"	195	1	"6"	"Guard"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_pepe_sanchez"	2000	2002	"N"
"857"	0	2173	"Sean"	"Colson"	"Sean Colson"	"Colson, Sean"	"S. Colson"	"1975-07-01T00:00:00"	"UNC-Charlotte"	"US"	"North Carolina-Charlotte ''98/US"	"6-0"	175	1	"3"	"Guard"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_sean_colson"	2000	2002	"N"
"858"	0	2198	"Kwame"	"Brown"	"Kwame Brown"	"Brown, Kwame"	"K. Brown"	"1982-03-10T00:00:00"	"Glynn Academy HS (GA)"	"USA"	"Glynn Academy HS (GA)/USA"	"6-11"	290	11	"54"	"Center"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"kwame_brown"	2001	2012	"N"
"859"	0	2199	"Tyson"	"Chandler"	"Tyson Chandler"	"Chandler, Tyson"	"T. Chandler"	"1982-10-02T00:00:00"	"Dominquez H.S"	"USA"	"Dominguez HS (CA)/USA"	"7-1"	240	13	"6"	"Center"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"tyson_chandler"	2001	2014	"N"
"860"	0	2200	"Pau"	"Gasol"	"Pau Gasol"	"Gasol, Pau"	"P. Gasol"	"1980-07-06T00:00:00"	"Barcelona, Spain"	"Spain"	"FC Barcelona/Spain"	"7-0"	250	13	"16"	"Forward-Center"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"pau_gasol"	2001	2014	"N"
"861"	0	2201	"Eddy"	"Curry"	"Eddy Curry"	"Curry, Eddy"	"E. Curry"	"1982-12-05T00:00:00"	"Thornwood HS (IL)"	"USA"	"Thornwood HS (IL)/USA"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"eddy_curry"	2001	2012	"N"
"862"	0	2202	"Jason"	"Richardson"	"Jason Richardson"	"Richardson, Jason"	"J. Richardson"	"1981-01-20T00:00:00"	"Michigan State"	"USA"	"Michigan State/USA"	"6-6"	225	13	"23"	"Guard"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"jason_richardson"	2001	2014	"N"
"863"	0	2203	"Shane"	"Battier"	"Shane Battier"	"Battier, Shane"	"S. Battier"	"1978-09-09T00:00:00"	"Duke"	"USA"	"Duke/USA"	"6-8"	220	12	"31"	"Forward"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"shane_battier"	2001	2013	"N"
"864"	0	2204	"Eddie"	"Griffin"	"Eddie Griffin"	"Griffin, Eddie"	"E. Griffin"	"1982-05-30T00:00:00"	"Seton Hall"	"US"	"Seton Hall/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"eddie_griffin"	2001	2006	"N"
"865"	0	2205	"DeSagana"	"Diop"	"DeSagana Diop"	"Diop, DeSagana"	"D. Diop"	"1982-01-30T00:00:00"	"Oak Hill Academy (VA)"	"Senegal"	"Oak Hill Academy (Mouth of Wilson, VA)/Senegal"	"7-0"	280	11	"2"	"Center"	"Active"	1610612766	"Bobcats"	"CHA"	"hornets"	"Charlotte"	"desagana_diop"	2001	2012	"N"
"866"	0	2206	"Rodney"	"White"	"Rodney White"	"White, Rodney"	"R. White"	"1980-06-28T00:00:00"	"UNC-Charlotte"	"US"	"North Carolina-Charlotte/US"	"6-9"	230	3	"3"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"rodney_white"	2001	2004	"N"
"867"	0	2207	"Joe"	"Johnson"	"Joe Johnson"	"Johnson, Joe"	"J. Johnson"	"1981-06-29T00:00:00"	"Arkansas"	"USA"	"Arkansas/USA"	"6-7"	240	13	"7"	"Forward-Guard"	"Active"	1610612751	"Nets"	"BKN"	"nets"	"Brooklyn"	"joe_johnson"	2001	2014	"N"
"868"	0	2208	"Kedrick"	"Brown"	"Kedrick Brown"	"Brown, Kedrick"	"K. Brown"	"1981-03-18T00:00:00"	"Okaloosa-Walton C.C."	"US"	"Okaloosa-Walton CC FL (J.C.) '03/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"kedrick_brown"	2001	2004	"Y"
"869"	0	2209	"Vladimir"	"Radmanovic"	"Vladimir Radmanovic"	"Radmanovic, Vladimir"	"V. Radmanovic"	"1980-11-19T00:00:00"	"Belgrade, Serbia"	"Serbia"	"FMP/Serbia"	"6-10"	235	11	"77"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"vladimir_radmanovic"	2001	2012	"N"
"870"	0	2210	"Richard"	"Jefferson"	"Richard Jefferson"	"Jefferson, Richard"	"R. Jefferson"	"1980-06-21T00:00:00"	"Arizona"	"USA"	"Arizona/USA"	"6-7"	234	13	"24"	"Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"richard_jefferson"	2001	2014	"N"
"871"	0	2211	"Troy"	"Murphy"	"Troy Murphy"	"Murphy, Troy"	"T. Murphy"	"1980-05-02T00:00:00"	"Notre Dame"	"USA"	"Notre Dame/USA"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"troy_murphy"	2001	2012	"N"
"872"	0	2212	"Steven"	"Hunter"	"Steven Hunter"	"Hunter, Steven"	"S. Hunter"	"1981-10-31T00:00:00"	"DePaul"	"US"	"DePaul/US"	"7-0"	240	7	"45"	"Center"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"steven_hunter"	2001	2009	"N"
"873"	0	2213	"Kirk"	"Haston"	"Kirk Haston"	"Haston, Kirk"	"K. Haston"	"1979-03-10T00:00:00"	"Indiana"	"US"	"Indiana ''01/US"	"6-9"	242	1	"35"	"Forward"	"Active"	1610612740	"Hornets"	"NOH"	"pelicans"	"New Orleans"	"kirk_haston"	2001	2002	"N"
"874"	0	2214	"Michael"	"Bradley"	"Michael Bradley"	"Bradley, Michael"	"M. Bradley"	"1979-04-18T00:00:00"	"Villanova"	"US"	"Villanova/US"	"6-10"	245	4	"5"	"Forward"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"michael_bradley"	2001	2005	"N"
"875"	0	2215	"Jason"	"Collins"	"Jason Collins"	"Collins, Jason"	"J. Collins"	"1978-12-02T00:00:00"	"Stanford"	"USA"	"Stanford/USA"	"7-0"	255	12	"98"	"Center"	"Active"	1610612751	"Nets"	"BKN"	"nets"	"Brooklyn"	"jason_collins"	2001	2013	"N"
"876"	0	2216	"Zach"	"Randolph"	"Zach Randolph"	"Randolph, Zach"	"Z. Randolph"	"1981-07-16T00:00:00"	"Michigan State"	"USA"	"Michigan State/USA"	"6-9"	260	13	"50"	"Forward"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"zach_randolph"	2001	2014	"N"
"877"	0	2217	"Brendan"	"Haywood"	"Brendan Haywood"	"Haywood, Brendan"	"B. Haywood"	"1979-11-27T00:00:00"	"North Carolina"	"USA"	"North Carolina/USA"	"7-0"	263	12	"33"	"Center"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"brendan_haywood"	2001	2014	"N"
"878"	0	2218	"Joseph"	"Forte"	"Joseph Forte"	"Forte, Joseph"	"J. Forte"	"1981-03-23T00:00:00"	"North Carolina"	"US"	"North Carolina ''03/US"	"6-4"	194	1	"40"	"Guard"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"joseph_forte"	2001	2002	"N"
"879"	0	2219	"Jeryl"	"Sasser"	"Jeryl Sasser"	"Sasser, Jeryl"	"J. Sasser"	"1979-02-13T00:00:00"	"Southern Methodist"	"US"	"Southern Methodist ''01/US"	"6-6"	200	1	"5"	"Guard"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"jeryl_sasser"	2001	2002	"N"
"880"	0	2220	"Brandon"	"Armstrong"	"Brandon Armstrong"	"Armstrong, Brandon"	"B. Armstrong"	"1980-06-16T00:00:00"	"Pepperdine"	"US"	"Pepperdine ''01/US"	"6-5"	185	2	"1"	"Guard"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"brandon_armstrong"	2001	2003	"Y"
"881"	0	2221	"Raul"	"Lopez"	"Raul Lopez"	"Lopez, Raul"	"R. Lopez"	"1980-04-15T00:00:00"	"Spain"	"Spain"	"Spain/Spain"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"raul_lopez"	2002	2004	"N"
"882"	0	2222	"Gerald"	"Wallace"	"Gerald Wallace"	"Wallace, Gerald"	"G. Wallace"	"1982-07-23T00:00:00"	"Alabama"	"USA"	"Alabama/USA"	"6-7"	220	13	"45"	"Forward"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"gerald_wallace"	2001	2014	"N"
"883"	0	2223	"Samuel"	"Dalembert"	"Samuel Dalembert"	"Dalembert, Samuel"	"S. Dalembert"	"1981-05-10T00:00:00"	"Seton Hall"	"Haiti"	"Seton Hall/Haiti"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"samuel_dalembert"	2001	2014	"N"
"884"	0	2224	"Jamaal"	"Tinsley"	"Jamaal Tinsley"	"Tinsley, Jamaal"	"J. Tinsley"	"1978-02-28T00:00:00"	"Iowa State"	"USA"	"Iowa State/USA"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jamaal_tinsley"	2001	2013	"Y"
"885"	0	2225	"Tony"	"Parker"	"Tony Parker"	"Parker, Tony"	"T. Parker"	"1982-05-17T00:00:00"	"Paris, France"	"France"	"Paris BR/France"	"6-2"	185	13	"9"	"Guard"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"tony_parker"	2001	2014	"N"
"886"	0	2226	"Will"	"Solomon"	"Will Solomon"	"Solomon, Will"	"W. Solomon"	"1978-07-20T00:00:00"	"Clemson"	"US"	"Clemson/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"willie_solomon"	2001	2008	"N"
"887"	0	2228	"Alton"	"Ford"	"Alton Ford"	"Ford, Alton"	"A. Ford"	"1981-05-29T00:00:00"	"Houston"	"US"	"Houston ''04/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"alton_ford"	2001	2003	"Y"
"888"	0	2229	"Mike"	"James"	"Mike James"	"James, Mike"	"M. James"	"1975-06-23T00:00:00"	"Duquesne"	"USA"	"Duquesne/USA"	"6-2"	188	11	"8"	"Guard"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"mike_james"	2001	2013	"Y"
"889"	0	2230	"Maurice"	"Evans"	"Maurice Evans"	"Evans, Maurice"	"M. Evans"	"1978-11-08T00:00:00"	"Texas"	"USA"	"Texas/USA"	"6-5"	220	8	"6"	"Guard-Forward"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"maurice_evans"	2001	2011	"N"
"890"	0	2237	"Ratko"	"Varda"	"Ratko Varda"	"Varda, Ratko"	"R. Varda"	"1979-05-06T00:00:00"	"Yugoslavia"	"Yugoslavia"	"Serbia & Montenegro/Yugoslavia"	"7-1"	265	1	"50"	"Center"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"HISTADD_ratko_varda"	2001	2002	"N"
"891"	0	2238	"Antonis"	"Fotsis"	"Antonis Fotsis"	"Fotsis, Antonis"	"A. Fotsis"	"1981-04-01T00:00:00"	"Greece"	""	"Greece"	"6-10"	219	0	"6"	"Forward"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"HISTADD_antonis_fotsis"	2001	2001	"N"
"892"	0	2239	"Trenton"	"Hassell"	"Trenton Hassell"	"Hassell, Trenton"	"T. Hassell"	"1979-03-04T00:00:00"	"Austin Peay"	"US"	"Austin Peay/US"	"6-5"	227	8	"44"	"Forward-Guard"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"trenton_hassell"	2001	2009	"N"
"893"	0	2240	"Gilbert"	"Arenas"	"Gilbert Arenas"	"Arenas, Gilbert"	"G. Arenas"	"1982-01-06T00:00:00"	"Arizona"	"USA"	"Arizona/USA"	"6-4"	215	10	"10"	"Guard"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"gilbert_arenas"	2001	2011	"N"
"894"	0	2241	"Omar"	"Cook"	"Omar Cook"	"Cook, Omar"	"O. Cook"	"1982-01-28T00:00:00"	"St. John's, N.Y."	"USA"	"St. John's/USA"	"6-1"	190	1	"1"	"Guard"	"Active"	1610612761	"Raptors"	"TOR"	"raptors"	"Toronto"	"omar_cook"	2001	2004	"N"
"895"	0	2242	"Terence"	"Morris"	"Terence Morris"	"Morris, Terence"	"T. Morris"	"1979-01-11T00:00:00"	"Maryland"	"US"	"Maryland/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"europelive"	2001	2008	"N"
"896"	0	2243	"Brian"	"Scalabrine"	"Brian Scalabrine"	"Scalabrine, Brian"	"B. Scalabrine"	"1978-03-18T00:00:00"	"USC"	"USA"	"USC/USA"	"6-9"	235	10	"24"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"brian_scalabrine"	2001	2011	"N"
"897"	0	2244	"Jeff"	"Trepagnier"	"Jeff Trepagnier"	"Trepagnier, Jeff"	"J. Trepagnier"	"1979-07-11T00:00:00"	"USC"	"US"	"USC ''01/US"	"6-4"	200	2	"4"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"jeff_trepagnier"	2001	2003	"Y"
"898"	0	2245	"Damone"	"Brown"	"Damone Brown"	"Brown, Damone"	"D. Brown"	"1979-06-28T00:00:00"	"Syracuse"	"US"	"Syracuse/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"damone_brown"	2001	2004	"Y"
"899"	0	2246	"Mehmet"	"Okur"	"Mehmet Okur"	"Okur, Mehmet"	"M. Okur"	"1979-05-26T00:00:00"	"Yalova, Turkey"	"Turkey"	"Efes Pilsen/Turkey"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"mehmet_okur"	2002	2011	"N"
"900"	0	2248	"Earl"	"Watson"	"Earl Watson"	"Watson, Earl"	"E. Watson"	"1979-06-12T00:00:00"	"UCLA"	"USA"	"UCLA/USA"	"6-1"	199	12	"17"	"Guard"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"earl_watson"	2001	2013	"N"
"901"	0	2249	"Jamison"	"Brewer"	"Jamison Brewer"	"Brewer, Jamison"	"J. Brewer"	"1980-11-19T00:00:00"	"Auburn"	"US"	"Auburn/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jamison_brewer"	2001	2004	"Y"
"902"	0	2250	"Bobby"	"Simmons"	"Bobby Simmons"	"Simmons, Bobby"	"B. Simmons"	"1980-06-02T00:00:00"	"DePaul"	"USA"	"DePaul/USA"	"6-6"	235	8	"21"	"Forward"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"bobby_simmons"	2001	2011	"Y"
"903"	0	2251	"Eric"	"Chenowith"	"Eric Chenowith"	"Chenowith, Eric"	"E. Chenowith"	"1979-03-09T00:00:00"	"Kansas"	""	"Kansas/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"eric_chenowith"	NA	NA	"Y"
"904"	0	2253	"Sean"	"Lampley"	"Sean Lampley"	"Lampley, Sean"	"S. Lampley"	"1979-09-03T00:00:00"	"California"	"US"	"California/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"sean_lampley"	2002	2003	"N"
"905"	0	2254	"Loren"	"Woods"	"Loren Woods"	"Woods, Loren"	"L. Woods"	"1978-06-21T00:00:00"	"Arizona"	"US"	"Arizona/US"	"7-2"	260	5	"33"	"Center"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"loren_woods"	2001	2007	"Y"
"906"	0	2255	"Ousmane"	"Cisse"	"Ousmane Cisse"	"Cisse, Ousmane"	"O. Cisse"	"1982-10-20T00:00:00"	"St. Jude HS (AL)"	"US"	"St. Jude HS (AL)/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"ousmane_cisse"	NA	NA	"Y"
"907"	0	2256	"Ken"	"Johnson"	"Ken Johnson"	"Johnson, Ken"	"K. Johnson"	"1978-02-01T00:00:00"	"Ohio State"	"US"	"Ohio State/US"	"6-10"	240	0	"54"	"Center-Forward"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"ken_johnson"	2002	2002	"Y"
"908"	0	2257	"Ruben"	"Boumtje-Boumtje"	"Ruben Boumtje-Boumtje"	"Boumtje-Boumtje, Ruben"	"R. Boumtje-Boumtje"	"1978-05-20T00:00:00"	"Georgetown"	"US"	"Georgetown/US"	"7-0"	257	2	"44"	"Center"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"ruben_boumtje_boumtje"	2001	2003	"Y"
"909"	0	2260	"Jarron"	"Collins"	"Jarron Collins"	"Collins, Jarron"	"J. Collins"	"1978-12-02T00:00:00"	"Stanford"	"US"	"Stanford/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jarron_collins"	2001	2010	"N"
"910"	0	2261	"Kenny"	"Satterfield"	"Kenny Satterfield"	"Satterfield, Kenny"	"K. Satterfield"	"1981-04-10T00:00:00"	"Cincinnati"	"US"	"Cincinnati ''03/US"	"6-2"	170	1	"11"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"kenny_satterfield"	2001	2002	"N"
"911"	0	2264	"Alvin"	"Jones"	"Alvin Jones"	"Jones, Alvin"	"A. Jones"	"1978-09-09T00:00:00"	"Georgia Tech"	"US"	"Georgia Tech/US"	"6-11"	265	1	"42"	"Center"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"alvin_jones"	2001	2002	"N"
"912"	0	2271	"Robb"	"Dryden"	"Robb Dryden"	"Dryden, Robb"	"R. Dryden"	"1978-08-26T00:00:00"	"Georgia"	""	"Georgia"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"rob_dryden"	NA	NA	"Y"
"913"	0	2294	"Charlie"	"Bell"	"Charlie Bell"	"Bell, Charlie"	"C. Bell"	"1979-03-12T00:00:00"	"Michigan State"	"US"	"Michigan State/US"	"6-3"	200	6	"34"	"Guard"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"charlie_bell"	2001	2010	"N"
"914"	0	2306	"Carlos"	"Arroyo"	"Carlos Arroyo"	"Arroyo, Carlos"	"C. Arroyo"	"1979-07-30T00:00:00"	"Florida International"	"Puerto Rico"	"Florida International/Puerto Rico"	"6-2"	200	8	"45"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"carlos_arroyo"	2001	2010	"N"
"915"	0	2321	"Paul"	"Shirley"	"Paul Shirley"	"Shirley, Paul"	"P. Shirley"	"1977-12-23T00:00:00"	"Iowa State"	"US"	"Iowa State/US"	"6-10"	230	2	"17"	"Forward"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"paul_shirley"	2002	2004	"N"
"916"	0	2343	"Joe"	"Crispin"	"Joe Crispin"	"Crispin, Joe"	"J. Crispin"	"1979-07-18T00:00:00"	"Penn State"	"US"	"Penn State/US"	"6-0"	185	0	"11"	"Guard"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"joseph_crispin"	2001	2001	"N"
"917"	0	2347	"Tang"	"Hamilton"	"Tang Hamilton"	"Hamilton, Tang"	"T. Hamilton"	"1978-05-26T00:00:00"	"Mississippi State"	"US"	"Mississippi State ''01/US"	"6-8"	205	1	"5"	"Forward"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"tang_hamilton"	2001	2002	"Y"
"918"	0	2349	"Victor"	"Alexander"	"Victor Alexander"	"Alexander, Victor"	"V. Alexander"	"1969-08-31T00:00:00"	"Iowa State"	"US"	"Iowa State/US"	"6-10"	265	4	"9"	"Forward"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_victor_alexander"	1991	2001	"N"
"919"	0	2351	"Oscar"	"Torres"	"Oscar Torres"	"Torres, Oscar"	"O. Torres"	"1976-12-18T00:00:00"	"Venezuela"	"Venezuela"	"Venezuela/Venezuela"	"6-6"	210	1	"18"	"Guard-Forward"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"oscar_torres"	2001	2002	"N"
"920"	0	2352	"Dean"	"Oliver"	"Dean Oliver"	"Oliver, Dean"	"D. Oliver"	"1978-11-05T00:00:00"	"Iowa"	"US"	"Iowa ''01/US"	"5-11"	175	1	"2"	"Guard"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_dean_oliver"	2001	2002	"N"
"921"	0	2357	"Tierre"	"Brown"	"Tierre Brown"	"Brown, Tierre"	"T. Brown"	"1979-06-03T00:00:00"	"Mc Neese State"	"US"	"McNeese State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"tierre_brown"	2001	2004	"Y"
"922"	0	2365	"Chris"	"Andersen"	"Chris Andersen"	"Andersen, Chris"	"C. Andersen"	"1978-07-07T00:00:00"	"Blinn J.C."	"USA"	"Blinn Junior College (TX)/USA"	"6-10"	245	12	"11"	"Forward-Center"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"chris_andersen"	2001	2014	"N"
"923"	0	2366	"Mike"	"Wilks"	"Mike Wilks"	"Wilks, Mike"	"M. Wilks"	"1979-05-07T00:00:00"	"Rice"	"US"	"Rice/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"mike_wilks"	2002	2009	"N"
"924"	0	2367	"Geno"	"Carlisle"	"Geno Carlisle"	"Carlisle, Geno"	"G. Carlisle"	"1976-08-13T00:00:00"	"California"	"US"	"California '99/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"geno_carlisle"	2004	2004	"Y"
"925"	0	2369	"Norman"	"Richardson"	"Norman Richardson"	"Richardson, Norman"	"N. Richardson"	"1979-07-24T00:00:00"	"Hofstra"	"US"	"Hofstra ''01/US"	"6-5"	200	0	"31"	"Guard"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"norm_richardson"	2001	2001	"N"
"926"	0	2370	"Mengke"	"Bateer"	"Mengke Bateer"	"Bateer, Mengke"	"M. Bateer"	"1975-11-20T00:00:00"	"China"	"China"	"China/China"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"mengke_bateer"	2001	2003	"N"
"927"	0	2397	"Ming"	"Yao"	"Yao Ming"	"Yao Ming"	"Yao"	"1980-09-12T00:00:00"	"Shanghai, China"	"China"	"Shanghai, China/China"	"7-6"	310	8	"11"	"Center"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"yao_ming"	2002	2010	"N"
"928"	0	2398	"Jay"	"Williams"	"Jay Williams"	"Williams, Jay"	"J. Williams"	"1981-09-10T00:00:00"	"Duke"	"US"	"Duke/US"	"6-2"	195	0	"22"	"Guard"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"jay_williams"	2002	2002	"Y"
"929"	0	2399	"Mike"	"Dunleavy"	"Mike Dunleavy"	"Dunleavy, Mike"	"M. Dunleavy"	"1980-09-15T00:00:00"	"Duke"	"USA"	"Duke/USA"	"6-9"	230	12	"34"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"mike_dunleavy"	2002	2014	"N"
"930"	0	2400	"Drew"	"Gooden"	"Drew Gooden"	"Gooden, Drew"	"D. Gooden"	"1981-09-24T00:00:00"	"Kansas"	"USA"	"Kansas/USA"	"6-10"	250	12	"90"	"Forward"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"drew_gooden"	2002	2014	"N"
"931"	0	2401	"Nikoloz"	"Tskitishvili"	"Nikoloz Tskitishvili"	"Tskitishvili, Nikoloz"	"N. Tskitishvili"	"1983-04-14T00:00:00"	"Unknown"	"Georgia"	"Georgia (Europe)/Georgia"	"7-0"	225	3	"15"	"Forward"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"nikoloz_tskitishvili"	2002	2005	"N"
"932"	0	2402	"Dajuan"	"Wagner"	"Dajuan Wagner"	"Wagner, Dajuan"	"D. Wagner"	"1983-02-04T00:00:00"	"Memphis"	"US"	"Memphis/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"dajuan_wagner"	2002	2006	"N"
"933"	0	2403	"Nene"	"Hilario"	"Nene"	"Nene"	"Nene"	"1982-09-13T00:00:00"	"Sao Carlos, Brazil"	"Brazil"	"Vasco de Gama/Brazil"	"6-11"	250	12	"42"	"Forward-Center"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"nene"	2002	2014	"N"
"934"	0	2404	"Chris"	"Wilcox"	"Chris Wilcox"	"Wilcox, Chris"	"C. Wilcox"	"1982-09-03T00:00:00"	"Maryland"	"USA"	"Maryland/USA"	"6-10"	235	10	"44"	"Forward-Center"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"chris_wilcox"	2002	2012	"N"
